INFO 2025-05-19 12:46:40,768 services MetadataEnhancementService initialized
INFO 2025-05-19 12:46:40,770 services SummaryGenerationService initialized
INFO 2025-05-19 12:46:40,773 services Generating summary for deal ID: 68184d52478abf06ec1a28ec
INFO 2025-05-19 12:46:40,916 services Found job in database: Deal: James Hardie Industries PLC/AZEK Co Inc/The (ID: 68184d52478abf06ec1a28ec)
INFO 2025-05-19 12:46:40,916 services Retrieved schema results for deal_id 68184d52478abf06ec1a28ec
INFO 2025-05-19 12:46:40,917 services Submitting section for processing: Complex Consideration
INFO 2025-05-19 12:46:40,917 services Processing section: Complex Consideration
